01,04,10,16,22,25+02
01,04,10,16,22,29+06
01,04,10,16,22,33+08
01,04,10,16,24,25+12
01,04,10,16,24,29+14
01,04,10,16,24,33+02
01,04,10,16,25,26+06
01,04,10,16,25,29+08
01,04,10,16,25,33+12
01,04,10,16,30,33+14
01,04,10,16,32,33+02
01,04,10,20,22,25+06
01,04,10,20,22,29+08
01,04,10,20,22,33+12
01,04,10,20,24,25+14
01,04,10,20,24,29+02
01,04,10,20,24,33+06
01,04,10,20,25,26+08
01,04,10,20,25,29+12
01,04,10,20,25,33+14
01,04,10,20,30,33+02
01,04,10,20,32,33+06
01,04,10,22,24,25+08
01,04,10,22,24,29+12
01,04,10,22,24,33+14
01,04,10,22,25,26+02
01,04,10,22,25,29+06
01,04,10,22,25,33+08
01,04,10,22,30,33+12
01,04,10,22,32,33+14
01,04,10,24,25,29+02
01,04,10,24,25,33+06
01,04,10,24,30,33+08
01,04,10,24,32,33+12
01,04,14,16,22,25+14
01,04,14,16,22,29+02
01,04,14,16,22,33+06
01,04,14,16,24,25+08
01,04,14,16,24,29+12
01,04,14,16,24,33+14
01,04,14,16,25,26+02
01,04,14,16,25,29+06
01,04,14,16,25,33+08
01,04,14,16,30,33+12
01,04,14,16,32,33+14
01,04,14,20,22,25+02
01,04,14,20,22,29+06
01,04,14,20,22,33+08
01,04,14,20,24,25+12
01,04,14,20,24,29+14
01,04,14,20,24,33+02
01,04,14,20,25,26+06
01,04,14,20,25,29+08
01,04,14,20,25,33+12
01,04,14,20,30,33+14
01,04,14,20,32,33+02
01,04,14,22,24,25+06
01,04,14,22,24,29+08
01,04,14,22,24,33+12
01,04,14,22,25,26+14
01,04,14,22,25,29+02
01,04,14,22,25,33+06
01,04,14,22,30,33+08
01,04,14,22,32,33+12
01,04,14,24,25,29+14
01,04,14,24,25,33+02
01,04,14,24,30,33+06
01,04,14,24,32,33+08
01,04,20,22,24,25+12
01,04,20,22,24,29+14
01,04,20,22,24,33+02
01,04,20,22,25,26+06
01,04,20,22,25,29+08
01,04,20,22,25,33+12
01,04,20,22,30,33+14
01,04,20,22,32,33+02
01,04,20,24,25,29+06
01,04,20,24,25,33+08
01,04,20,24,30,33+12
01,04,20,24,32,33+14
01,04,22,24,25,29+02
01,04,22,24,25,33+06
01,04,22,24,30,33+08
01,04,22,24,32,33+12
01,12,14,16,22,25+14
01,12,14,16,22,29+02
01,12,14,16,22,33+06
01,12,14,16,24,25+08
01,12,14,16,24,29+12
01,12,14,16,24,33+14
01,12,14,16,25,26+02
01,12,14,16,25,29+06
01,12,14,16,25,33+08
01,12,14,16,30,33+12
01,12,14,16,32,33+14
01,12,14,20,22,25+02
01,12,14,20,22,29+06
01,12,14,20,22,33+08
01,12,14,20,24,25+12
01,12,14,20,24,29+14
01,12,14,20,24,33+02
01,12,14,20,25,26+06
01,12,14,20,25,29+08
01,12,14,20,25,33+12
01,12,14,20,30,33+14
01,12,14,20,32,33+02
01,12,14,22,24,25+06
01,12,14,22,24,29+08
01,12,14,22,24,33+12
01,12,14,22,25,26+14
01,12,14,22,25,29+02
01,12,14,22,25,33+06
01,12,14,22,30,33+08
01,12,14,22,32,33+12
01,12,14,24,25,29+14
01,12,14,24,25,33+02
01,12,14,24,30,33+06
01,12,14,24,32,33+08
01,12,20,22,24,25+12
01,12,20,22,24,29+14
01,12,20,22,24,33+02
01,12,20,22,25,26+06
01,12,20,22,25,29+08
01,12,20,22,25,33+12
01,12,20,22,30,33+14
